,type_id,class_id,classification name,parent class,parent_class_id,note,zith category,new parent category,new category in zith?,zith platform,new platform in zith?,use zith9 name,fix zith9 name,zith site,zith event
,3,101,Minicoy,India,,,,,,,,,,Minicoy,
,3,104,Mt.Abu,India,,,,,,,,,,Mt.Abu,
,3,105,Mumbai,India,,,,,,,,,,Mumbai,
,3,106,Mysore,India,,,,,,,,,,Mysore,
,3,119,Nagpur,India,,,,,,,,,,Nagpur,
,3,121, Niwot Ridge                                 ,,,,,,,,,,, Niwot Ridge                                 ,
,3,122, North Slope                                 ,Alaska,,,,,,,,,, North Slope                                 ,
,3,126, Oumalik                                     ,Alaska,,,,,,,,,, Oumalik                                     ,
,3,129, Pachuca                                     ,,,,,,,,,,, Pachuca                                     ,
,3,137,Pune,India,,,,,,,,,,Pune,
,3,155, Russia                                      ,,,,,,,,,,, Russia                                      ,
,3,157, SHEBA Ice Camp                              ,,,,,,,,,,, SHEBA Ice Camp                              ,
,3,158, SHEBA Tower                                 ,,,,,,,,,,, SHEBA Tower                                 ,
,3,160, TM1 Santa Ana                               ,,,,,,,,,,, TM1 Santa Ana                               ,
,3,165, Seward Peninsula                            ,Alaska,,,,,,,,,, Seward Peninsula                            ,
,3,171,Srinagar,India,,,,,,,,,,Srinagar,
,3,175, Svalbard                                    ,,,,,,,,,,, Svalbard                                    ,
,3,176, T0 Instituto Mexicano del Petroleo (T0-IMP) ,,,,,,,,,,, T0 Instituto Mexicano del Petroleo (T0-IMP) ,
,3,177, T1 Universidad Tecnologica de Tecamac       ,,,,,,,,,,, T1 Universidad Tecnologica de Tecamac       ,
,3,178, T2 Rancho La Bisnaga                        ,,,,,,,,,,, T2 Rancho La Bisnaga                        ,
,3,181, Tenango Del Aire                            ,,,,,,,,,,, Tenango Del Aire                            ,
,3,184, Thingvellir                                 ,,,,,,,,,,, Thingvellir                                 ,
,3,185, Thule                                       ,,,,,,,,,,, Thule                                       ,
,3,186, Toolik                                      ,Alaska,,,,,,,,,, Toolik                                      ,
,3,188,Trivandrum,India,,,,,,,,,,Trivandrum,
,3,189, Tula                                        ,,,,,,,,,,, Tula                                        ,
,3,198,Varanasi,India,,,,,,,,,,Varanasi,
,3,200, Veracruz                                    ,,,,,,,,,,, Veracruz                                    ,
,3,202,Vizag,India,,,,,,,,,,Vizag,
,3,210," Houston, Texas                              ",,,,,,,,,,," Houston, Texas                              ",
,3,211, Paso de Cortes - Izta-Popo National Park    ,,,,,,,,,,, Paso de Cortes - Izta-Popo National Park    ,
,3,212, Pico Tres Padres                            ,,,,,,,,,,, Pico Tres Padres                            ,
,3,221, Pedregal                                    ,,,,,,,,,,, Pedregal                                    ,
,3,222, Mexico City                                 ,,,,,,,,,,, Mexico City                                 ,
,3,247, Bering Sea                                  ,Alaska,,,,,,,,,, Bering Sea                                  ,
,3,253," Iquique, Chile                              ",Chile,,,,,,,,,,Iquique                         ,
NULL,3,254," Arica, Chile                                ",Chile,,,,,,,,,,Arica                            ,
,3,255," St. Felix Is., Chile                        ",Chile,,,,,,,,,,St. Felix Island,
,3,256," Paposo, Chile                               ",Chile,,,,,,,,,,Paposo                         ,
,3,271," Antofagasta, Chile                          ",Chile,,,,,,,,,,Antofagasta,
,3,272," Paranal, Chile                              ",Chile,,,,,,,,,,Paranal,
NULL,3,290, Galapagos                                   ,Chile,,,,,,,,,, Galapagos                                   ,
,3,301, NPEO                                        ,,,,,,,,,,, NPEO                                        ,
,3,326,Male,Maldives,,,,,,,,,,Male,
,3,337, Oklahoma Region                             ,,,,,,,,,,, Oklahoma Region                             ,
,3,338, Colorado Region                             ,,,,,,,,,,, Colorado Region                             ,
,3,339, Alabama Region                              ,,,,,,,,,,, Alabama Region                              ,
,3,340, Chukchi Sea                                 ,Alaska,,,,,,,,,, Chukchi Sea                                 ,
,3,341, Beaufort Sea                                ,Alaska,,,,,,,,,, Beaufort Sea                                ,
,3,345, DBO Site 1                                  ,Alaska,,,,,,,,,, DBO Site 1                                  ,
,3,346, DBO Site 2                                  ,Alaska,,,,,,,,,, DBO Site 2                                  ,
,3,347, DBO Site 3                                  ,Alaska,,,,,,,,,, DBO Site 3                                  ,
,3,348, DBO Site 4                                  ,Alaska,,,,,,,,,, DBO Site 4                                  ,
,3,349, DBO Site 5                                  ,Alaska,,,,,,,,,, DBO Site 5                                  ,
,3,379," Lauder, South Island, New Zealand           ",,,,,,,,,,," Lauder, South Island, New Zealand           ",
,3,380," Hobart, Tasmania                            ",,,,,,,,,,," Hobart, Tasmania                            ",
,3,381," Hokitika, South Island, New Zealand         ",,,,,,,,,,," Hokitika, South Island, New Zealand         ",
,3,382," Christchurch, South Island, New Zealand     ",,,,,,,,,,," Christchurch, South Island, New Zealand     ",
,3,383," Macquarie Island, Tasmania                  ",,,,,,,,,,," Macquarie Island, Tasmania                  ",
,3,394, DBO Site 6                                  ,Alaska,,,,,,,,,, DBO Site 6                                  ,
,3,395, DBO Site 7                                  ,Alaska,,,,,,,,,, DBO Site 7                                  ,
,3,396, DBO Site 8                                  ,Alaska,,,,,,,,,, DBO Site 8                                  ,
,3,399," Fixed PISA 2 - Greensburg, KS               ",,,,,,,,,,," Fixed PISA 2 - Greensburg, KS               ",
,3,400," Fixed PISA 3 - Ellis, KS                    ",,,,,,,,,,," Fixed PISA 3 - Ellis, KS                    ",
,3,401," Fixed PISA 4 - Minden, NE                   ",,,,,,,,,,," Fixed PISA 4 - Minden, NE                   ",
,3,402," Fixed PISA 5 - Brewster, KS                 ",,,,,,,,,,," Fixed PISA 5 - Brewster, KS                 ",
,3,403," Fixed PISA 6 - Hesston, KS                  ",,,,,,,,,,," Fixed PISA 6 - Hesston, KS                  ",
,3,404, Mobile PISA 1 - OU/NSSL CLAMPS              ,,,,,,,,,,, Mobile PISA 1 - OU/NSSL CLAMPS              ,
,3,405, Mobile PISA 2 - UAH MIPS                    ,,,,,,,,,,, Mobile PISA 2 - UAH MIPS                    ,
,3,406, Mobile PISA 3 - UW SPARC                    ,,,,,,,,,,, Mobile PISA 3 - UW SPARC                    ,
,3,407, Mobile PISA 4 - NCAR/EOL MISS               ,,,,,,,,,,, Mobile PISA 4 - NCAR/EOL MISS               ,
,3,408, Fixed PISA 1 - ARM Central Facility         ,,,,,,,,,,, Fixed PISA 1 - ARM Central Facility         ,
,3,415, Antarctic                                   ,,,,,,,,,,, Antarctic                                   ,
,3,417," Davis, Antarctica                           ",,,,,,,,,,," Davis, Antarctica                           ",
,type_id,class_id,classification name,parent class,parent_class_id,note,zith category,new parent category,new category in zith?,zith platform,new platform in zith?,use zith9 name,fix zith9 name,zith site,zith event
